month,zone_id,borough,zone_name,raw_pickups,valid_pickups,published_pickups,raw_minus_published,gap_pct
2026-07,23,Staten Island,Bloomfield/Emerson Hill,23,18,23,0,0.0
2026-07,133,Brooklyn,Kensington,539,486,539,0,0.0
2026-07,180,Queens,Ozone Park,295,262,295,0,0.0
2026-07,98,Queens,Fresh Meadows,124,110,124,0,0.0
2026-07,250,Bronx,Westchester Village/Unionport,231,213,231,0,0.0
2026-07,32,Bronx,Bronxdale,181,160,181,0,0.0
2026-07,47,Bronx,Claremont/Bathgate,310,289,310,0,0.0
2026-07,14,Brooklyn,Bay Ridge,616,549,616,0,0.0
2026-07,150,Brooklyn,Manhattan Beach,69,65,69,0,0.0
2026-07,218,Queens,Springfield Gardens North,246,221,246,0,0.0
2026-07,171,Queens,Murray Hill-Queens,172,162,172,0,0.0
2026-07,175,Queens,Oakland Gardens,118,106,118,0,0.0
2026-07,160,Queens,Middle Village,351,331,351,0,0.0
2026-07,196,Queens,Rego Park,623,575,623,0,0.0
2026-07,126,Bronx,Hunts Point,343,314,343,0,0.0
2026-07,191,Queens,Queens Village,411,349,411,0,0.0
2026-07,71,Brooklyn,East Flatbush/Farragut,891,816,891,0,0.0
2026-07,252,Queens,Whitestone,160,140,160,0,0.0
2026-07,240,Bronx,Van Cortlandt Park,72,67,72,0,0.0
2026-07,235,Bronx,University Heights/Morris Heights,442,406,442,0,0.0
2026-07,117,Queens,Hammels/Arverne,160,142,160,0,0.0
2026-07,96,Queens,Forest Park/Highland Park,58,50,58,0,0.0
2026-07,101,Queens,Glen Oaks,154,120,154,0,0.0
2026-07,147,Bronx,Longwood,254,244,254,0,0.0
2026-07,248,Bronx,West Farms/Bronx River,347,329,347,0,0.0
2026-07,253,Queens,Willets Point,54,50,54,0,0.0
2026-07,21,Brooklyn,Bensonhurst East,115,97,115,0,0.0
2026-07,124,Queens,Howard Beach,382,347,382,0,0.0
2026-07,26,Brooklyn,Borough Park,264,230,264,0,0.0
2026-07,134,Queens,Kew Gardens,660,576,660,0,0.0
2026-07,37,Brooklyn,Bushwick South,5221,4941,5221,0,0.0
2026-07,92,Queens,Flushing,825,748,825,0,0.0
2026-07,17,Brooklyn,Bedford,2771,2544,2771,0,0.0
2026-07,220,Bronx,Spuyten Duyvil/Kingsbridge,422,373,422,0,0.0
2026-07,22,Brooklyn,Bensonhurst West,198,182,198,0,0.0
2026-07,56,Queens,Corona,465,443,465,0,0.0
2026-07,135,Queens,Kew Gardens Hills,195,165,195,0,0.0
2026-07,187,Staten Island,Port Richmond,9,7,9,0,0.0
2026-07,123,Brooklyn,Homecrest,125,111,125,0,0.0
2026-07,27,Queens,Breezy Point/Fort Tilden/Riis Beach,56,50,56,0,0.0
2026-07,183,Bronx,Pelham Bay,93,87,93,0,0.0
2026-07,221,Staten Island,Stapleton,37,34,37,0,0.0
2026-07,111,Brooklyn,Green-Wood Cemetery,21,21,21,0,0.0
2026-07,156,Staten Island,Mariners Harbor,10,10,10,0,0.0
2026-07,245,Staten Island,West Brighton,11,9,11,0,0.0
2026-07,84,Staten Island,Eltingville/Annadale/Prince's Bay,2,1,2,0,0.0
2026-07,149,Brooklyn,Madison,82,77,82,0,0.0
2026-07,81,Bronx,Eastchester,231,206,231,0,0.0
2026-07,153,Manhattan,Marble Hill,107,97,107,0,0.0
2026-07,58,Bronx,Country Club,33,31,33,0,0.0
2026-07,251,Staten Island,Westerleigh,20,16,20,0,0.0
2026-07,91,Brooklyn,Flatlands,699,647,699,0,0.0
2026-07,8,Queens,Astoria Park,57,54,57,0,0.0
2026-07,242,Bronx,Van Nest/Morris Park,175,157,175,0,0.0
2026-07,39,Brooklyn,Canarsie,1184,1115,1184,0,0.0
2026-07,28,Queens,Briarwood/Jamaica Hills,581,521,581,0,0.0
2026-07,85,Brooklyn,Erasmus,779,718,779,0,0.0
2026-07,212,Bronx,Soundview/Bruckner,395,374,395,0,0.0
2026-07,78,Bronx,East Tremont,418,389,418,0,0.0
2026-07,59,Bronx,Crotona Park,26,25,26,0,0.0
2026-07,188,Brooklyn,Prospect-Lefferts Gardens,1895,1751,1895,0,0.0
2026-07,77,Brooklyn,East New York/Pennsylvania Avenue,403,390,403,0,0.0
2026-07,106,Brooklyn,Gowanus,911,843,911,0,0.0
2026-07,258,Queens,Woodhaven,502,479,502,0,0.0
2026-07,18,Bronx,Bedford Park,367,337,367,0,0.0
2026-07,6,Staten Island,Arrochar/Fort Wadsworth,63,59,63,0,0.0
2026-07,178,Brooklyn,Ocean Parkway South,45,40,45,0,0.0
2026-07,95,Queens,Forest Hills,1317,1219,1317,0,0.0
2026-07,83,Queens,Elmhurst/Maspeth,678,628,678,0,0.0
2026-07,31,Bronx,Bronx Park,76,64,76,0,0.0
2026-07,185,Bronx,Pelham Parkway,160,145,160,0,0.0
2026-07,115,Staten Island,Grymes Hill/Clifton,25,22,25,0,0.0
2026-07,214,Staten Island,South Beach/Dongan Hills,36,30,36,0,0.0
2026-07,199,Bronx,Rikers Island,2,1,2,0,0.0
2026-07,257,Brooklyn,Windsor Terrace,388,347,388,0,0.0
